timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime,series_id
2026-08-21T09:44:25.000Z,685,series/20260821_115655/20260821_124425.jpg,VALID,2026-08-21T09:44:29.298Z,4.298,1,48,48.25,31.5,62.7,106.7,32.43,48.36,995.5,9995,S05
2026-08-21T09:44:55.000Z,690,series/20260821_115655/20260821_124455.jpg,VALID,2026-08-21T09:44:59.309Z,4.309,1,48,48.25,31.5,63.2,107.4,32.33,48.68,995.5,10025,S05
2026-08-21T09:45:25.000Z,688,series/20260821_115655/20260821_124525.jpg,VALID,2026-08-21T09:45:29.321Z,4.321,1,47.75,48,31.5,63.1,107.3,32.45,48.82,995.5,10055,S05
2026-08-21T09:45:55.000Z,689,series/20260821_115655/20260821_124555.jpg,VALID,2026-08-21T09:45:59.332Z,4.332,1,47.75,48,31.5,63.2,107.3,32.31,48.85,995.5,10085,S05
2026-08-21T09:46:25.000Z,686,series/20260821_115655/20260821_124625.jpg,VALID,2026-08-21T09:46:29.345Z,4.345,1,47.5,48,31.5,62.9,107,32.4,48.87,995.5,10115,S05
2026-08-21T09:46:55.000Z,685,series/20260821_115655/20260821_124655.jpg,VALID,2026-08-21T09:46:59.354Z,4.354,1,47.5,47.75,31.5,62.8,106.8,32.36,48.83,995.5,10145,S05
2026-08-21T09:47:25.000Z,690,series/20260821_115655/20260821_124725.jpg,VALID,2026-08-21T09:47:29.366Z,4.366,1,47.5,47.75,31.75,63.3,107.9,31.86,49.64,995.4,10175,S05
2026-08-21T09:47:55.000Z,690,series/20260821_115655/20260821_124755.jpg,VALID,2026-08-21T09:47:59.376Z,4.376,1,47.5,48,31.75,63.3,107.6,31.74,50.15,995.5,10205,S05
2026-08-21T09:48:25.000Z,695,series/20260821_115655/20260821_124825.jpg,VALID,2026-08-21T09:48:29.389Z,4.389,1,47.5,48,31.75,63.9,108.6,31.92,50,995.4,10235,S05
2026-08-21T09:48:55.000Z,691,series/20260821_115655/20260821_124855.jpg,VALID,2026-08-21T09:48:59.399Z,4.399,1,47.25,47.75,31.75,63.4,107.8,31.89,49.86,995.4,10265,S05
2026-08-21T09:49:25.000Z,694,series/20260821_115655/20260821_124925.jpg,VALID,2026-08-21T09:49:29.411Z,4.411,1,47.5,47.75,32,63.7,108.5,31.97,49.75,995.4,10295,S05
2026-08-21T09:49:55.000Z,695,series/20260821_115655/20260821_124955.jpg,VALID,2026-08-21T09:49:59.423Z,4.423,1,47.5,48,32,63.8,108.6,31.74,49.79,995.4,10325,S05
2026-08-21T09:50:25.000Z,696,series/20260821_115655/20260821_125025.jpg,VALID,2026-08-21T09:50:29.434Z,4.434,1,47.75,48,32.25,64,108.8,31.44,50.13,995.4,10355,S05
2026-08-21T09:50:55.000Z,696,series/20260821_115655/20260821_125055.jpg,VALID,2026-08-21T09:50:59.446Z,4.446,1,48,48,32.25,64,108.9,31.93,49.85,995.4,10385,S05
2026-08-21T09:51:25.000Z,695,series/20260821_115655/20260821_125125.jpg,VALID,2026-08-21T09:51:29.454Z,4.454,1,48,48.25,32.25,63.9,108.8,32.34,49.52,995.4,10415,S05
2026-08-21T09:51:55.000Z,693,series/20260821_115655/20260821_125155.jpg,VALID,2026-08-21T09:51:59.467Z,4.467,1,48.25,48.25,32,63.7,108.2,32.5,48.79,995.4,10445,S05
2026-08-21T09:52:25.000Z,690,series/20260821_115655/20260821_125225.jpg,VALID,2026-08-21T09:52:29.478Z,4.478,1,48.25,48.5,32.25,63.4,107.5,32.18,49.55,995.4,10475,S05
2026-08-21T09:52:55.000Z,692,series/20260821_115655/20260821_125255.jpg,VALID,2026-08-21T09:52:59.489Z,4.489,1,48.25,48.5,32.25,63.5,108.1,32.46,48.59,995.3,10505,S05
2026-08-21T09:53:25.000Z,689,series/20260821_115655/20260821_125325.jpg,VALID,2026-08-21T09:53:29.499Z,4.499,1,48.25,48.5,32.25,63.3,107.7,32.38,48.88,995.4,10535,S05
2026-08-21T09:53:55.000Z,693,series/20260821_115655/20260821_125355.jpg,VALID,2026-08-21T09:53:59.511Z,4.511,1,48.25,48.5,32.25,63.5,108.1,32.5,48.49,995.3,10565,S05
2026-08-21T09:54:25.000Z,695,series/20260821_115655/20260821_125425.jpg,VALID,2026-08-21T09:54:29.519Z,4.519,1,48.25,48.5,32.25,63.6,108.2,32.45,48.66,995.4,10595,S05
2026-08-21T09:54:55.000Z,691,series/20260821_115655/20260821_125455.jpg,VALID,2026-08-21T09:54:59.680Z,4.68,1,48.25,48.5,32,63.2,107.7,32.38,48.15,995.3,10625,S05
2026-08-21T09:55:25.000Z,690,series/20260821_115655/20260821_125525.jpg,VALID,2026-08-21T09:55:29.542Z,4.542,1,48,48.25,32,63.4,107.8,32.12,48.73,995.3,10650,S05
2026-08-21T09:55:55.000Z,686,series/20260821_115655/20260821_125555.jpg,VALID,2026-08-21T09:55:59.554Z,4.554,1,47.75,48.25,32,62.6,106.7,32,48.97,995.4,10680,S05
2026-08-21T09:56:25.000Z,691,series/20260821_115655/20260821_125625.jpg,VALID,2026-08-21T09:56:29.563Z,4.563,1,47.5,48,31.75,63.1,107.5,32.14,48.91,995.3,10710,S05
2026-08-21T09:56:55.000Z,688,series/20260821_115655/20260821_125655.jpg,VALID,2026-08-21T09:56:59.574Z,4.574,1,47.25,47.75,31.75,62.9,107.2,32.3,48.58,995.4,10740,S05
2026-08-21T09:57:25.000Z,689,series/20260821_115655/20260821_125725.jpg,VALID,2026-08-21T09:57:29.581Z,4.581,1,47.25,47.75,31.75,63,107.3,32.43,48.74,995.4,10770,S05
2026-08-21T09:57:55.000Z,688,series/20260821_115655/20260821_125755.jpg,VALID,2026-08-21T09:57:59.591Z,4.591,1,47.25,47.75,31.75,63,107.2,32.47,48.7,995.3,10800,S05
2026-08-21T09:58:25.000Z,689,series/20260821_115655/20260821_125825.jpg,VALID,2026-08-21T09:58:29.602Z,4.602,1,47.25,47.75,31.75,63.1,107.3,32.7,48.11,995.2,10830,S05
2026-08-21T09:58:55.000Z,687,series/20260821_115655/20260821_125855.jpg,VALID,2026-08-21T09:58:59.615Z,4.615,1,47.25,47.5,32,62.9,106.9,32.48,48.32,995.2,10860,S05
2026-08-21T09:59:25.000Z,687,series/20260821_115655/20260821_125925.jpg,VALID,2026-08-21T09:59:29.626Z,4.626,1,47.25,47.5,32,62.9,107.2,32.81,48.02,995.2,10890,S05
2026-08-21T09:59:55.000Z,691,series/20260821_115655/20260821_125955.jpg,VALID,2026-08-21T09:59:59.639Z,4.639,1,47.25,47.5,32,63.3,107.8,33.05,47.74,995.3,10920,S05
2026-08-21T10:00:25.000Z,691,series/20260821_115655/20260821_130025.jpg,VALID,2026-08-21T10:00:29.652Z,4.652,1,47.25,47.75,32,63.3,107.8,33.09,47.49,995.2,10950,S05
2026-08-21T10:00:55.000Z,690,series/20260821_115655/20260821_130055.jpg,VALID,2026-08-21T10:00:59.664Z,4.664,1,47.25,47.75,32,63.2,107.7,33.06,47.49,995.2,10980,S05
2026-08-21T10:01:25.000Z,690,series/20260821_115655/20260821_130125.jpg,VALID,2026-08-21T10:01:29.674Z,4.674,1,47.25,47.75,32.25,63.1,107.5,32.71,48.03,995.3,11010,S05
2026-08-21T10:01:55.000Z,689,series/20260821_115655/20260821_130155.jpg,VALID,2026-08-21T10:01:59.688Z,4.688,1,47.25,47.75,32.25,63.2,107.7,33.04,48.07,995.2,11040,S05
2026-08-21T10:02:25.000Z,686,series/20260821_115655/20260821_130225.jpg,VALID,2026-08-21T10:02:29.702Z,4.702,1,47.5,48,32.25,62.8,107,33.27,47.41,995.2,11070,S05
